label	text
SAR	 can you come shovel my driveway ? you owe me for helping you become the man you are today .  giving back 
SAR	     
SAR	why are babies constantly sick everywhere . it ' s like why can not u just keep the food you eat in ur belly and  on   the   floor 
NON	preparing some sample answers for the rehearsal exam qs for digital media with google drive , i am so technologically advanced . 
SAR	  teen anal casting    ford f   xlt  mulberry fl 
SAR	gotta go back to work tonight
SAR	  progressive socialism and liberalism must push the victim hood idea in order to continue .
NON	  years ago in m and and s in rochdale they had  left shoes on sale with a  reduction from full price !  bargain 
NON	 that ' s some bullshit that ' s a complete rip off for those items . and i bet some of u idiots really that ' s a good sale .
SAR	with no forwards .  confused  sure
NON	 my jambo buddy sees a more scottish identity emerging for  hmfc  . the john wilson types can travel to govan .
SAR	please dont fuck with me when i first wake up a morning person !
SAR	one more week then back to sudbury i go !   lake nepahwin 
NON	 , you  are  pretty so i better play your free  skinner box  game . i am sure it will not ask for my money after a few levels .
NON	 mama  a korean awards show that will be held in hong kong and will be headlined by an american artist
SAR	if that ' s man u at its best they have much bigger problems than us   saints fc  . then again we are still 5 th  no problem 
NON	glad to know my friends are supportive
SAR	 stunning work .  british   textiles   footwear   made in britain 
NON	 monday morning  pouring rain and i am singing ' the most wonderful time of the year ' as i walk to the office
NON	well got the truck buried today perfect way to start a rainy wednesday work day off  annoyed   pissed 
SAR	  your irish fans can not wait .  impossible to get ticket .  boo hoo !
NON	we hold these kids back .   rut 340 
SAR	if i had to chose between living in winnipeg or never seeing the leafs win the cup . no cup it is .  tm ltalk   leafs 
NON	 nice to know that you give me so much importance .    n
SAR	 days left to enter  and   planner  giveaway   enter to win !  b bloggers   l bloggers 
NON	that ' s always the solution .  . does not fix anything !
SAR	  sure who will take it home ?
SAR	yeah english stop saying jane ' s word
SAR	 too damn early in south carolina .  what a shitty state to be proud of
NON	  the only scary bollywood film i have watched is bhootnaath
NON	customers during christmas time are  so nice  .
SAR	sometimes i can make funny comments  boyfriend   text   just got home from dinner   smiles   funny   love him  
SAR	 hahahaha  !  oops .  i am addicted to  tweets so   funny  ! you got to follow him for  hilarious   tweets   rt  .
NON	what an eventful day .   
NON	happy birthday to me !  i m gettin old   i only get better   roll tide  ! 
NON	love waking up to no heat in my apartment  so cold 
NON	i hate when random people get in the hot tub with me  fav things  
SAR	   and it starts   get enchanted 
SAR	  of course , not !
SAR	check out the new novel black beauties by eureka johnson on  or 
NON	and with this revelation , the african american community ' s faith in law enforcement skyrockets ! 
SAR	wow .  lol need cash in your hands today ? go to   wun   mca  .  
NON	jesus . i am watching too much  the newsroom  .  look at me getting all  sony hack  sermonising . 
NON	  great days there under wilko .
NON	 probably a nigerian .
NON	yay i just love this time of the month . ! 
NON	 when ur boyfriend interrupts your selfie  yeah happens all the time
NON	fighting over chargers is definitely how i wanted to start my day . 
SAR	  darn , my sock joke needs fixing ?
NON	 bbc  news ' skywalker ' passport cancelled because it was ' frivolous '  trademarks  
SAR	i swear the biggest tools are those who wear a belt even though they are wearing suspenders . pick one or the other , can not do both
NON	group message with bbc to start off my morning thanks hannah 
NON	final projects ugh keeping me from being productive .
SAR	 cuba   sees   long   struggle   ahead   before   u  . s .  lifts   embargo  .  via 
NON	love that i still have kids that still wake up early on christmas  justkidding ilovethem 
SAR	montana of    the best  versace remix  in the  .   this dude goes off
SAR	 i thought it funny p
SAR	 cdc   enough   patients   getting   flu   shots   this   year  healthday news  fewer than half of americans have .  
SAR	  science  of the  garden of eden   eden   kent hovind   christian   jesus   christ   c  .  
SAR	you are any moment , every second , every scent and every flower as a girl .
NON	 what time is the  ufc  press conference tomorrow with names of numerous fighters getting cut
SAR	please snow let us get out of dance early
SAR	i have a very annoying bluetick for sale .  yrs old . needs babied and a bath .
NON	i love when half the group is really committed and the other half just does not give a crap !  perfection 
SAR	sneaking in a round of mini golf at  hollywood drive in golf  at  universal   citi walk  before the kiddos .  
NON	about once a yr i get a little nutty and reach for the orange marmalade .  living on the edge  
NON	dont we all just love those people who message you out of nowhere and act like you guys are close cus they want something from you ?
NON	 caffeine free coffee ? yeah , i will have that next time i have a slice of sugar free cheesecake .  
SAR	   you are arguments are obviously very impacted by the fact this family were  tsi  in appearance .
SAR	being mom tonight was both refreshing and a real tbt
SAR	day  joyous day  december challenge   picture  speaks for itself  costa teguise   beach   peace   2 nd  home .  
SAR	the last day of the year and i will be tweeting on my major highpoints of the year .  good , bad and ugly
NON	why can not heroes be happy in dc comics ? i mean even their great flagship romance is a fauxmance and will bring about destruction
NON	agree with   some people sigh so others will hear them . my husband sighs all the time . around me .  curious 
SAR	gonna need k state to play a little better but loving seeing this team in action with beckthies 
NON	my boy has another cold and spent the night coughing and sneezing all over me  sexy 
SAR	another one of our support vehicles modified for iceland service .  bigfoot   landrover  
NON	on my  tl i  see a somerholic that unfollowed me tweeting retweet if you are a somerholic to see how many are there . also i am not allowed
SAR	 how do i give feedback on some food i have just . happy
SAR	let us set the record straight mccoist the player legend fact !  the man held us together when no one else would !  will not ever b forgotten
SAR	i would  love  to touch an anaconda ! jump on that thang and ride it like a horse !  eaten alive 
NON	the wheels on the bus are broken down broken down broken down    fml   omw to the met 
SAR	people are not as beautiful as they look  people   beautiful   look   walk   talk   personality   love   care   share  
NON	i am absolutely positive that coaches love it when parents tell them how to coach and run their program .  stick to parenting 
SAR	watch amazing race contestant talk juicy ! 
SAR	we need to stop using the words racist and racism      
SAR	dats how u kno its winter 
NON	now i officially look single . ha the
SAR	 oh my fingers stick together
SAR	it was rt   how is that a spoiler alert ? have not so called ' experts ' predicted him as being the winner ?
SAR	used my brains and stopped drinking at  and been on the tea feeling sober and good .  bring on tomorrow  
NON	awesome rainy day at the track !  
NON	 claims the man was peaceful , when he was violating hr of orientation . making a free speech argument over an hr issue .
NON	today ' s court proceedings , allowing prisoners access to books in england and wales , surely confirms it ' s time to limit judicial review .
NON	yay ! more worthless windows  updates . computer still never sleeps / hibernates on its own .  fix it   fail   microsoft 
NON	and as much as i want to connect .  i like only the people who dont want to .   why  oh why ?
NON	 muslim apologies    tweets that explain what muslims should be sorry for ! 
NON	 adrian was raised that way and he made it to the  nfl  . maybe he thought that would motivate his kid to get there too ?
NON	today is going to be a great day . . 
SAR	nice touch . all the bar staff in the ground wearing  saints fc  t shirts
NON	grown women acting like children is my favorite .  dramatic 
NON	 arizona coyotes forge deal with  bmw   but , relocation ! 
NON	it '  s definitely not friday  .  the reason is  it ' s tuesday ! yesterday it was monday so why should it be friday .
SAR	photo  tea   art   abstract   color   colors   fun   how   are   you   artist   spainish   exhibit   spain  
NON	 being doing projects for university all day ! my life is so  interesting
SAR	aaand the hits just keep on coming .  bad day 
NON	sitting in this hall is fun !  
SAR	the silence tastes like wet flowers wet dead dying flowers . flowers without life , fallen pieces of silence .
NON	there ' s nothing better than the feeling of being loved  lol nothing 
SAR	 stay faithful or stay single
NON	 bjp   congress  nt disclosing detail of  cr . donation received , still media / bhakts questioning  aap   muffler man  
SAR	produce mobile apps  blue dream   
SAR	agree with that .   we   are   mind   readers   haha   repost  9 gag you may think we are , but we are .  
SAR	i am kinda missing summer  . . .  summer   2 o14   bestie   alena   best friend   idek   we   cool   chips   food   follow me   i foll  . 
NON	next day makeup just looks so hawt 
SAR	 does not get more  indie film  than  mi box zombie   
NON	i literally love when someone throw me in at the deep end  tough   life 
SAR	' tis the season for tablets ! i entered the  tablets for all  contest to win a tablet gift pack . check it out 
NON	working cart today .  gonna make that money ! .  golfers all day  
NON	it ' s so easy to focus on what ' s at hand when you have a million other thoughts running through your mind at the same time .
SAR	 feds doing studies of gays as if they are a different species . add word lesbian before your study and double your grant .
SAR	 black on black crime  comitted by  black lives matter   protest  in  ferguson  ?  rts 
NON	 but it wasn ' t as bad as that picture seemed to indicate . you are still a very horrible person .
SAR	 i can not wait  enjoy your christmas !
SAR	i adapted the snoopy comic for academic paper submission  reviewer  is the stuff of nightmares ! 
SAR	 w crawling at  . great start to thursday .  cl etraffic   cleveland   traffic 
NON	i love it when people try to tell me that oakland is so much easier than other schools 
NON	such a fun day in the lib studying econ for  hours .  can not wait to do it again tomorrow  this is miserable 
NON	not even  and i can already see this is going to be a wonderful day  need more coffee 
SAR	always classy , never trashy and just a little sassy .
NON	being able to think your self angry is such a nice gift to have .   its a curse 
NON	the song was ' do not cry for me argentina '
NON	  hey maybe you can reach the scoreboards and fix their latest issues
NON	reading about barack obama in the barack  obama  plaza  money gall  oh the 
NON	lol .  that ' s real cute 
SAR	by      gears up to release its next issue  ' wifey series ' with  cover models  .  
NON	i decided to become my own boss to have more free time .  now i have no time left whatsoever .
SAR	my death will likely be caused by at the wrong time .
SAR	in need of a rose winee  
SAR	    for elrufai  he  represents the masses  so  it is our victory
SAR	 im sorry chode , my phone broke 
NON	 joel olstein , a man who hardly ever mentions jesus in his sermons , is going to talk about the meaning of christmas ?
NON	i just love the  nhs 
NON	 he lost his license not long after , mwahaha 
SAR	playing golf all day ' ery day  perks of being old 
SAR	protesters upset over decision in chokehold death take the streets again  / mexico ' s streets are not the only ones taken
SAR	 home page at  shows dow  but it ' s  . can you make your home page stats more real time pls ? 
NON	i can not wait to see how many pairs of beats headphones show up at the gym after christmas
SAR	a year ago this would be just a writing on a t shirt anymore all thanks to    merry xmas  
NON	 bbc  news new forest road safety campaign donkey killed by car 
SAR	morning  monday  people long know keep working hard !  make sussex safe  
SAR	having a night in with misha she still needs twitter , chinese and movies all night  uni life   night in 
NON	finally  will be a worry free year for me .
NON	we rebooted the server , it seems ok now  yey  !  facepalm   devops 
SAR	heartless sanghi   indiawith pakistan  because a dumb nation deserves to be taken for a ride again and again .  lakhvi 
SAR	  you do not know a damned thing about baseball , do you ?
SAR	the secret of  change  is to focus all your energy , not on fighting the old , but on building the new . source unknown  quotes   qv aw 
NON	wow i feel so bad that you had to actually do your job as a teacher .  stop complaing 
SAR	video by    wifey series  drops today , with  cover models   and .  
NON	love working hard trying to fix other people ' s fuck ups
NON	working hard right now 
NON	christmas music on the stair master  sunday funday 
NON	love studying for anatomy 
SAR	that sad moment you realize you are past the point of having all those presents under the tree . i wanna move back in .
NON	girls who put their area code in their instagram about me .  so clever !  stupid sauce   my mom could do better 
SAR	  were not american it ' s mum
SAR	two broke rednecks father / daughter riffing team who make fun of old educational films n more  
NON	 wow  !  really ?  homework in the weekends ? !   talking about   the teachers   
SAR	 iv not even started  think i am just going to get the parents and babies something , the fam is multiplying too quickly 
NON	  second prize is  two  signed copies of boris ' book .  only kidding 
NON	just got yelled at by proxy . it ' s going to be an excellent day .
SAR	 of course not ! carding ? what carding ?
NON	always fun when buses do not turn up ! it ' s my favorite waiting outside in the freezing cold for them for like half an hour 
NON	you decide to go on vacation without me sleep ? real  nice .  considerate   
NON	finals week is draining my body so much that it ' s ruining my life in other places . lovely . 
NON	great start to the morning  flat tire 
SAR	can you imagine being in high school today with a delusional dad making a fool of himself on the internet 
SAR	  teens analyzed  not expirienced , but cock hungry
NON	monday morning inspiration !  it s true tho   don t trust nobody   i woke up like this  .  
NON	but  was trying to find us , and my battery died . guess how he found us ? yes , that bastard wand ! ! 
NON	 it ' s not work if you enjoy it  eh 
SAR	   outta the boardroom , i to the partay !   luvv it 
NON	pulis is available . will guarantee we stay up
NON	well this is great .  illinois passes bill that makes it illegal to record the police 
SAR	you are taking your responsibilities so seriously today that i .  more for leo 
SAR	 please make me smile this xmas .  first xmas without my mum here . your my fav ever  . please    
SAR	finals are over ! stress free . cant wait !      
SAR	feels like we been playing against the refs most games . that was a clean wall block that the refs took away . ugh .
NON	so glad they have found a way to make the gospel socially relevant to klingons ! 
SAR	can i get an  amen  ? !  
NON	love feeling like i have been lied to .  don t want to be here 
SAR	  answer  more than  artists  win sunburn passes 
SAR	 yes , you got the point .  it ' s like , as the time passes we are growing into some kind of beasts .
SAR	when one ear breaks on your headphones it ' s so frustrating !  today 
SAR	my dad ' s such a big kid on christmas morning waking everyone up so bloody early
SAR	i really need to get my nails and eyebrows done tomorrow  been slacking on that  cool    
SAR	 ukraine  ' s  president  to  meet   russian  ,  french  ,  german   leaders  ,  rules   out   offensive  .  via 
NON	 i love the way that the  white  males are buffoons , while the  black  woman is smart and always wins  cultural marxism 
SAR	it ' s really  good  , too have the  reputation  for  stealing from girls  .  and mr .  mason  , .  expect a call , . 
SAR	believe in boegarts . rt  the red sox must really believe in xander boegarts as a ss if they are going with a gb theme .
SAR	do you want to be right ? or do you want to be happy ?
SAR	  yo boy ! you guys are know to keep the party mood going .  ezone goa diaries  . 
NON	oh how i love that my ass is too big to fit into my jeans anymore .  big booty bitches 
SAR	 a . m . , just went to bed  twitter   sleepy   
SAR	 latest album is free the universe  supersonic with gionee   mumbai 
NON	my future ? i still enjoy it playing football too much and i play with passion totti .  oh no the team is doomed .   as roma 
NON	it ' s great to hear a bloodcurdling scream at  in the morning . 
SAR	even getting cooked breakfast .  hes defo up to something    
SAR	  wtf  !  was that     gangsta wanksta yard 
SAR	the spicy cali roll is just cali roll with a dab of sauce on it  w t f 
NON	 try having no internet for a month . now i know how ethiopians feel .
SAR	when ya mates dad starts poking you on facebook  cringe   
NON	there ' s a reason i do not tell my parents anything , cause i always get  the  most positive responses
SAR	 np   now playing   now listening   music  of dying on your birthday by  senses  fail from the  album   let  it e .  
SAR	 halting heroine overdoses instantly ? how will the music and film industry block that one wonders ?
NON	i have plans . i feel sick . what a surprising turn of events .
SAR	ah  soul show making my sunday morning at work more bearable  cold  yet  happy 
SAR	support  reveal the truth behind love , sex and drama visit 
NON	  eskom  yup , service delivery is impeccable . diesel supply or cash flow problems ? ineptitude
SAR	i am downloading  advanced warfare  now !  can not play it until 2 2 nd of december tho   exams 
SAR	 hi   good   morning   insta daily   snapchat   selfie   comment   sleep   do   wake   up  happy 
SAR	 happy birthday young one , have a gooden lad ! x
NON	the of how worst films become must see  films  
SAR	literally cried when i woke up because i know what this day has in store for me  the start of tech week  ready  just shoot me know 
SAR	i know who i am . i am not perfect . i am not the most beautiful woman in the world . but i am one of them .  women   perfet  mary j . blige
SAR	the most wonderful advantage of not being a ppl pleasing daft is that there ' s nothing to worry about changing your perspectives adjustments
NON	on the train and surrounded by posh people , i am so at home !  stick out like a sore thumb 
NON	   same here . tryin to link d convos bt another tweet cums up . is the only wrd repeated .     
SAR	is holding not a rule anymore ?
NON	shoes on make up done ! i am ready
SAR	 u simply cant win with  if it is twitter fight !  
SAR	     fitfam   fitness   health 
SAR	i wish i could make people like my personality
NON	your cyber monday sale got extended ? no fucking way !  stfu 
SAR	 i wonder if they have that in an audio book . 
SAR	  zero place for that . when the karma train finds raiola , i hope it has a full head of steam
SAR	hummingbirds  are   experts   at   hovering   after   all   background   motion  .  if the hovering ability of the .  
NON	 that ' ll work .   hell be firedin eleven months 
NON	       oxymoron  planned parenthood nothing abt parenting
NON	sorry this does not make any sense why make it even more tough ? that ' s going to produce more players .  
NON	less than  hours sleep , fantastic 
SAR	   my , nephew stopped a lot . his long hair . looks like a drug dealer . never smoked anything pills ? not an aspirin .
NON	the shadowy investigatory powers tribunal says tapping of major internet cables ok . that ' s alright then . 
SAR	lovely first day of  friends , family swim , sort and cleanse , curry , less time on social media , more time on others  start as you mean to go on 
SAR	welcome to the surrealist estate agency !  
SAR	jimi agbaje is a fine man .  in respect to public service what notable landmark has he achieved ? tested jimi .  
SAR	rest in peace riff god !  dimebag   darrell   is   dead   pantera 
SAR	congrats to my fav  and her team and my birthplace team  ohio state  i can claim that , right ?  or evs osu  is gonna be one great game ! 
SAR	  amazing  . i love this team . they scrap and always find a way !    dc rising 
SAR	 thei reights to protest ends where my rights begin . they cannot take my right of earning livelihood and free movement .
SAR	one more all nighter and the semester is done
NON	what else would you do on friday ?  tgif   8 crap  
NON	 social media  where it ' s perfectly normal to talk to people in pictures !
NON	the word  trust  coming out of the mouths of  holder  or  obama  is just rich with and  hypocrisy  .  irs   race baiters 
SAR	fun fact i have a color guard rifle named stitch after i got stitches from it plus stitch is my fav !
SAR	.  can  do   no   more   usually   a   quitter   only   so   much   can   be   thrown   at   me  !
NON	buzzing for school on monday . 
SAR	 rt  baby name .  data viz  source  
NON	always nice when a  year old man you do not know calls you pretty
NON	i love waking up with migraines 
SAR	insanity is doing the same thing twice and expecting different results
SAR	 0 3 4 i    glitter   inside   just   lamp   of  please rt  
NON	     gamer gate  , now with weaponized ninjas . we trained with assasins creed .
SAR	 you and i back to youtube   what  ? !   why  ? !   its christmas  !  its forbidden to do such terribile things  !  give it back to us  ! 
NON	 ooh i can probably watch a replay or the  orion  launch at some point ? oh wonderful . that ' s so  exciting  no thanks 
SAR	>  google drive review 
SAR	natalie prass bird of prey  via 
NON	i love finals week !  just kidding   stressed 
SAR	is just  one  of the many services i offer to  people  who ask  stupid  questions .
NON	if bjpee hv balls , do dare to lift ristrictions 2 mro ahead of modi ' s  kashmir  visit , kashmiris wl show u how much thy love  modi  .
SAR	 ahem .  yeah .  something like that  is one of the few things keeping sanity when facing ru propaganda .  crazy ivan 
NON	 hahaha yeah i think so too cause you know how she loves her with all her heart    .   .
SAR	little cutie  chico   dog   doggy   puppy   sweet   cute   uk   black   biscuit   mine   mini   miss   my  
SAR	imagine an imaginary menagerie manager managing an imaginary menagerie .
SAR	thank you behh ! loveyou !    best friends   behh   beh   sweet   love   distance   to   far  .  
SAR	these girls can wake up people from the dead !  worth   watching 
NON	my christmas gift .  i have sweetest friends   blessed  
SAR	  haha that ' s cool ! i had a feeling i ' d need a considering the actual racist comments . keep up the good fight 
NON	cook and england rudderless at the death . seven games and we have got progressively worse ! can not wait ' till they arrive here for wc
NON	cluck ! rt  most transparent administration ever sends password protected documents to oversight .  gruber 
SAR	 they are all written out in a gold gel pen waiting ! i hate how are relationship consists of twitter messaging  fulfilling 
SAR	tough day in sun  kitsch   funny  costa teguise lanzarote 
NON	oh and now the district line has major signal failures and delays  fantastic  ! 
NON	   there ' s a link somewhere just can not quite put my finger on it
NON	gotta study and i am like , who cares ? !   perks of being a senior  
SAR	the  hardest  thing ' s  knowing  and  having  the  faith  to  keep   going  
NON	 yep , the family of  eric garner  is feeling really joyful right now .   black lives matter   shut it down 
SAR	i think the new sweater i bought is a maternity sweater . oh well . its super cozy
SAR	i am not usually a fan of anything  pumpkin  or  pumpkin spiced  but  omg  . these are the best cookies i have .  
NON	testing water temperatures  exciting times 
SAR	 gerrymandering neither party will give up . it is not hard to be an informed voter .  ferguson 
NON	yellow pages are all you need . phone books are the future .  truth  
NON	  ya i remember when winning one regular season game was like a super bowl
NON	there was a point where the effort was coming in only one direction . i left and that there was a  ° change in direction
SAR	just found the picture of lisazamorano trying to kill me  bff  at our  senior brunch  moutain meadows 
SAR	do .  or do not . there is no try .  yoda  do . do not . try . try again . repeat until you get it right .  jarrod davis 
NON	you are great at keeping a conversation . .
SAR	if only i possessed half the balance legolas has
SAR	read at  the news '  media   struggle   to   save   obama  ,  the   country  '
SAR	free dating and relationships books  freebie book download    green living 
SAR	does not convey what i want though .  twitter problems for me 
NON	 yes  ! what makes it worse is when they look gorgeous and say i just got my face beat ! wtf ?  contradiction 
NON	ah yes . just what i wanted today a pounding migraine .
NON	i see toledo made a good name for itself last night
SAR	in case you have not heard , this is happening  winged warriors   
NON	 looking great today diane , it ' s not fair you are not on more . enough diane
NON	 cia  report highlighting the stark differences b / t the present and former administrations ' approach to nat ' l security .
SAR	 aww bless ya . enjoy your break babe , yeah it was great thanks .  finally recovering from it . how ' s ya tash going ? 
NON	well  hello  fever . id say  is feelin real good today
NON	the city that only sleeps on mass transit .  nap time   isnt it ironic   doncha think  .  
SAR	less than a week til the ultimate squad is back together  rogers and dalhauser   
NON	getting sick just in time for finals is so great
SAR	i may or may not be obsessed with the grinch 
NON	decided i ' d go to bed early for once . i have been laying here since  am . yet the total amount of sleep i have had all week is  hrs .
SAR	i keep seeing we need to build a global society . personally , i ' d rather have our american society back .  tcot   eric garner   ferguson 
NON	good news ! thanks to the  aca  , my husbands insurance premium jumped up  in one year ! hooray !  thanks obama 
NON	when the vapours that are emitted by cleansing solvents are emitted by contaminating chemicals .  cleansing   contaminating   vapour 
SAR	   it wasn ' t for one person . it was a business expense .
SAR	i never cared for beyonce , bc i could never get a sense of who she was . her interviews lacked depth .  tho .  this girl got it .
NON	thanks for the dick pic , really , thanks .
SAR	 and  your opinion is irrelevant
SAR	 eu  ebola leaves hundreds of thousands facing hunger in three worst hit countries 
SAR	jusuf nurkic  bulls  rt  he clearly has a lot of talent . kind of amazing that denver got him and gary harris for mcdermott .
NON	migrains , , throwing up are always fun
NON	 bring it on . will look forward to the easter one more  funnily enough i crave salad and fruit round xmas now ! 
NON	  world ' s greatest fans . 
SAR	go subscribe  on youtube  for good music
SAR	this team from covington , ky pretty much sucks .  go steelers 
NON	 mls  transactions   mls   making waves again  b fair it will take more than  players to fix this
NON	another day just livin the dream  need more money 
NON	fell asleep  , woke up at  . can not get back to  sleep  . i had almost forgotten about you  insomnia  welcome back .
SAR	let your humility guard your pride .  vanity should not be allowed to be with such a delicate thing .
NON	 malala  yousufzai receives  nobel peace prize  and  pakistan  ranks in top  dangerous countries ! 
SAR	yup , amazing how that is , isnt it ?   
NON	my luck just keeps getting better and better
NON	what to do with that old  motherboard  you have laying around .   guitar picks 
SAR	christmas this christmas that  foh  its just a day people !  get a grip and sit down nd chow some mopani worms
SAR	einstein would be amused about strider jumping around in time
SAR	if i could kidnap my friend ' s new puppy navi , i would do it in a heartbeat .
SAR	look at this trash . you can clearly see his handle . he stole my name and my pictures 
SAR	i love procrastinating but i hate cramming . 
NON	it is so nice knowing you have everyone ' s back and yet no one has mine .
SAR	i am so ready to get drunk tonight
SAR	 i liked .  do not regret anything that made you smile .  ha ha
SAR	.  except we have no hot water . naturally no one would be in the office to take my call . i fucking hate it here .
NON	me when i think i can do a cartwheel ! 
SAR	 he is exactly that sort of person . weirdo !
NON	morning cry session with my roomie . today ' s going to be a great day .
SAR	simply having a wonderful christmas time 
NON	getting ready to ship surplus ink cartridges out to nunavut communities yup that ' s a great use of time / resources !  so fulfilled 
SAR	my prayers have been answered  we out 
SAR	just a had a bruce springsteen flashback . shudder      
SAR	 i will check it out . 
SAR	just gave imperfecto a  /  rating on  
SAR	 after i went to europe
NON	thankful our stat teacher is dropping the lowest quiz   life saved 
NON	i doubt this week could get any better .
NON	just snap chatting my sister a few times .   shelovesitwhen isendthatmany  
SAR	 hey  russia  !  make money   tweeting   yet  ?   fox news  clip explains how 
SAR	gotta record my favorite show tamar and vince season finale !  
SAR	 that ' s a much nicer idea , actually .
NON	 i wanna do mine but im a pussy
SAR	american kids starting playing and now i am super missing  summer 2 k14   kenny chesney 
NON	so glad i work mornings now
SAR	i am giving up a lot of stuff to make sure others are happy . i wonder if anyone ever look past my appearance and see what i am feeling 
NON	.  / rbrnetwork 1   i think it ' s your white skin . or racist  dna  . he ' s a geneticist too , did ya know ?
SAR	just watched the last ever one tree hill . i am an emotional wreck and it ' s not even  o ' clock
NON	rolled out of bed for closing .   i look really good 
NON	the that the  euphemism   coercive control  was  coined  by a  man  but is now  lovingly   appropriated  by the  radical   feminist   agenda 
NON	the of playing this song on my way to  work   no money   part time cooks  blackmossptc thanks for .  
SAR	 you are slipping back into hate figure territory
SAR	 but   it 8217 s   matters   size   style   that   wedding  please rt  
SAR	 try your luck tom ! you can be one of the  free passers and makatanggap ng free item from david . okay na yun tas uwi haha
SAR	  teen anal casting   virgin   virgin  cute teenage virgin playing in her hotel room in tight blue gstring underwear !
NON	 to finally win the champs league .  no teams are that good this year and we have got a solid draw  banter   still going out 
NON	  unity we stand all white people .
NON	shitty drivers are always fun .
SAR	why does my tongue feel it necessary to try and touch the high speed tool my dentist has put in my mouth ?
SAR	i find this far  too funny    wow   can   u  
NON	feels so good  get off  have  go straight  school though . 
NON	  /  hour nap then up for a ct scan at the hospital . perfect timing .
SAR	   all the more reason for it . competition breeds innovation and the consumer wins .
NON	thank goodness the holiday help at work is no more ! i just love it when they think they know more than you  annoyed   relieved   gone 
SAR	confucius motivational quotes  free android app  
SAR	 kaley  cuoco sweeting  apologises   for   saying  she ' s  a   feminist  kaley cuoco sweeting , pictured with her .  
NON	have successfully avoided everything from season  which i have not seen and there ' s an s5 one , in my timeline . thanks indy !
NON	 i thought what we had was real  ,  how could you be fine  ?  coz i  '  m not fine at all  oh wait . fixed the caps lock .  laugh now  . o .
NON	i like listening to dads truck drivers tell me about them going to the strip joint and their old lady getting mad at them over it 
SAR	 i do not think . i know !
SAR	   hmm  . i would not say she has tits 
SAR	 to you too .  
SAR	maybe  different proposals ! the girl is wearing different shoes and the guy is wearing a different coat .  
NON	  it ' s christmas , one of the few days off i get during the year and i can not even sign into my  xbox one  .  typical 
NON	remember that one episode santana wanted to be a dancer but then forgot about it altogether . good times . good times .  glee 
NON	rted that because yeah that totally makes sense
NON	the sky looks so beautiful today .  
SAR	 roflmao  yeah ,  oops  is right    
SAR	 indonesian   czech   mix   girl   with   my   boy   elvis   i m   single  by mcrodyn 
SAR	  spawn of larry ellison aka world ' s worst human
NON	a maths tutorial is exactly what i need right now  lol   struggle   uni 
NON	i can not breathe ! was chosen as the most notable quote of the year in an annual list released by a yale university librarian
NON	i picked a great week to start a new show on netflix .  hell on wheels 
SAR	 is  nxt  gone from sky ?
NON	dang my selfie game is on point when i am drinking  actually sorry 
NON	finals week plus hearing that my grandma is in the  icu  amazing  let me go home 
SAR	 i just want to be done with finals   4 hours left 
NON	  can not wait to see ya both
NON	pay ghost soldiers in iraq and cut pay of us  military  .  keep your promise     
SAR	 legend  says if you stand in front of a mirror say i can not even  times , a girl in  yoga pants  will appear give you a pumpkin spice latte .
NON	weather bomb . weather . bomb . i applaud the media ' s innovation in helping to sensationalise the usual autumn climate
SAR	 though , i suspect you do not actually care about the truth , so whatever , go troll someone else 
SAR	 not surprised , it was epic .
SAR	my family might find a giant lump of ice sitting where i am sitting right now . transformation is nigher , my fellows .
SAR	  pit players v . victims ? how dare the  nfl  put a divide between men and the women and children they beat ?
SAR	watching  bones  and cradled my leg when i saw  in episode about chicken  tastes like chicken   termite   the walking dead  
NON	a wonderful day of starting work at 
NON	i love dating shows ! my favourite is strictly come dancing , so good when it works out for them !
SAR	 bbc   news   usa   jeb   bush  to  explore   white   house   bid  . 
NON	just found out there are etch a sketch apps .  old school 
SAR	 i moved here from north jersey and was a big rangers fan until the coyotes came to town . where are you from ?
SAR	how much did it cost to build  my gov   medicare  ? i see this way too often .  
NON	highly inflamed stomach is just what i like
SAR	 i have heard liberals defending bombing civilians along with terrorists w / o trial but still claim enh interrogations and gitmo evil .
NON	watching my grandparents and my parents pay all these bills , really excites me for the future .
NON	 jeremy northam  there , insulting piano ' s and songs . shut the fuck up man . bet you thought you were  epic  .   gosford park  .
NON	  ?   liberal  used in same sentence ?  unheard of !  turn in your keyboard sir !
NON	 now that ' s just mean .
SAR	stuck in traffic !       mondays   athens by rain   traffic   on the road   on time  ?  sisters   coolurstyle  .  
SAR	 easiest cl group with two rubbish teams but we won only  cl game even that lucky last minute pen good enough  gutted 
SAR	 um  .  so , like ?  rt  from our family to yours , have a safe and  happy thanksgiving  
NON	i love that my body can not handle school stress and makes me physically sick .
NON	flooded basements are always a fun thing to deal with
SAR	 definitely not .  racism is systematic and entrenched in every american institution .  also in black / white binary construction
SAR	wait for it city data will become a fox news site soon    
SAR	 say something stupid . oh .  you beat me to it .
NON	you know its a gonna be a good day when your roommate comes in saying she just took her aderol and is about to have an anxiety attack
SAR	  to be fair , you did not use the mandatory hashtag 
NON	 he ' s just trying to drive suh ' s price up .
SAR	how does  big data  and  analytics  look compared to the  cyn ef in  cause / effect decision framework ? 
SAR	hahaha !  enjoying the  selfie stick  i got her for christmas ! 
NON	remember when i ran  miles on  min of sleep this summer ? i have got a  hour day on about two hours of sleep . this ' ll be fun .
