label	text
NON	so glad i got food poisoning from applebees   so sick 
SAR	lois gnna be honest i am actually really intimidated by you , but u seem really nice and i always love ur drag race tweets
SAR	i am not sure ? talk me into it with the promise of free flowing football
SAR	i have to make a decision because i do not want to get caught in a cycle
NON	clippers might as well play this fast pace from now on if they can shit . they low key better built for it
SAR	i can not wait to go to highschool .
NON	i hope i frustrate you and you think about me a lot
SAR	looking forward to our end of the season banquet tonight . please dress nice !  o vpride 
SAR	suductive ?  girls are the sexiest with short hair .
NON	 wait till you have that class 
SAR	woke up n a great mood time to get ready for my day finally  happy bday to me
NON	you know i am comfortable with u when i am weird with u i sing whatever song comes into my mind i say what ' s on my mind i talk nonsense .
SAR	he is the best singer i have ever heard in front of my face .  on working with  
SAR	when buttler gets his eye in and hits form .  then he ' s an absolute joy to watch  pa kv eng 
SAR	  regardless of what it ' s considered , it takes a good athlete to become a good dancer .
SAR	if this past week has taught me anything .   promotion   won t stop   won t back down   challenge accepted 
NON	rt the fucked up moment you realise that your  bff  is getting married and you will die alone
SAR	 i said the same thing to you when you were at  cnn  .  memories 
SAR	  it ' s not about hillary pleasing everyone it is about her staying on the path that she has been on since college , caring
SAR	nothing in your social life in high school will ever matter in college so take lots of naps and do not care if you look cool
NON	i would enjoy school more if it was acceptable to bring a pillow and blanket .
SAR	so funny where would white people b wit out black culture ? our slang our style our music lol they love us but they hate us !
SAR	as much as you may dislike your teacher its so sick to make a hate account on insta cyberbully him . grow up and find something else to do
SAR	then another one on vinyl in february then another one on vinyl in march then another one on vinyl in april then another one on vinyl in may
SAR	 haha . working from home most of the time does that to me . was that u that said to run ivory right at watt ? loved it . wear him out
NON	 you should come ! diane and i will entertain you and make you eat food that you will either love or make you wanna puke 
SAR	do not care what happens to your boarding pass after flyin
SAR	 i have listened to it so many times i downloaded it from yt to mp3 on my phone immediately . can not wait for warlord
NON	when i get bored , i always end up thinking about stuff and getting upset when i know damn well i should not
NON	 last relationship taught me  you can not depend on anyone else for your own happiness
NON	boy these hoes leave the get fake in start fuccing yo nigga a soul i trust
SAR	this about sums it up  aries baby   
SAR	this little girl came to my job with her parents and she did not speak english she looked so lost and she tried to talk to me but she could not 
NON	update passive aggressive note to upstairs neighbors did not work . they are still elephants
SAR	 while i was stealing them , i was told it was okay because you guys had another bag  sucks to suck 
NON	 glad to have my favourite bitch back
NON	if the ice melts before you finish your drink , we can not be friends .
SAR	  why oh lord o y o y  cancer song i wrote for late wife
SAR	what elon musk , bill gates and other highly successful people do on the weekends
NON	lurking is like literally setting yourself up for disappointment    no thank you 
SAR	looking forward to using my purchases from today
SAR	happy friday gang ! have a beautiful day ! 
NON	of course i have the earliest appointment at the dmv and the computers crashed last night  great morning 
SAR	 i find it funny rather than offensive .
SAR	holly shit that was a good fight !
NON	this class is so intriguing
SAR	the amount of excitement i have for christmas   can t wait  
SAR	the highlight of my week on twitter has to be  jade sundays  pictures , i get so excited searching for someone holding i beer
SAR	disconforme 0602 provides a good example of something to  nu as cannan 
NON	 nobody is silencing you . there is which is literally made to give women and minorities a voice for themselves
SAR	 so it was an even bigger shock . i just did not want to change again before i shower and get my pjs on .
NON	i love it when my husband gets hot head and then takes an hour to get home bc he  had  to stop to talk to people  don t want it now 
SAR	hot babe girl is naked playing with her big sex toy
SAR	my dressing ! i have been dreaming abt it ! what ' s your fav holiday dish that you are looking forward to ?
SAR	hoes these days  gotta love em   but really 
SAR	especially if the only mf i want do not give a fuck 
NON	i can not wait to end the night in bed with lalo watching episodes of drunk history already
NON	rt sometimes i think i should not give up , even uday chopra is working in few movies !
SAR	add value to your eternal home get home improvement loans xughs
SAR	if you take a long time to text me back i am not guna fwy idc how cute you are , ion play that lightskin shit
NON	i love waiting for the bus
SAR	interesting speech from pm last night . and gove very amusing . who ' d have thunk it !
NON	well that was a great game !
SAR	 she has one already . just needs to pass her test now
SAR	for sale  .  microfiber furniture in great condition , no rips and smoke free relocating and do not have the room for this .
NON	i will give my right arm for this opening track  am as 
NON	  are you  .  great because i have been doing nothing but cinderella stage  .
SAR	 yes lol that ' s why i am drinking it ' s stressed
NON	they say a problem shared is a problem halved . not if it ' s  aids  .
SAR	shame when you got weed but cant smoke  the irony !
SAR	tweeting from my phone pretty much guarantees an auto correct that i do not notice .
SAR	can not wait to sit through  hours of lab tonight !
NON	 /  thanks for replying
NON	 am math classes are wonderful .
SAR	do not forget the theme for sat ' s social is bring out the flags ! if you would like to dress up feel free , looking forward to see you all !
NON	this guy literally smells like he rolled around in a pile of weed and walked into class  smarten up 
NON	remember when chase finally texted zoey that he loves her on his tekmate but then the dumb ass bitch drops her phone into a water fountain
NON	the e ! beauty added ' what the doctors tell me is , we do not have a crystal ball  they love reiterating that to me . i am very optimistic
SAR	oh how i love work
NON	the pharmacist asked me my birthday again today . pretty sure she ' s going to get me something .
NON	my friends are rich as hell and i am just like . 
NON	 waiting for that day when my name is there too .  
NON	i am sweating balls literally just sitting here in the shade  no pun intended 
SAR	someone just called me homer . best insult yet . 
SAR	hip hop super stars with successful fashion brands
NON	this tempo clock is  so cool  ! great job  espn  , cant believe i watched football before this . 
NON	when is great looking woman in  / football commercial dumping that guy or team eliminated from playoffs ? so tired of that commercial !
SAR	u do not have to ask for nudes just find out they gram name and u golden
SAR	 i really need to watch what i say lol . but it ' s good to hear i am not the only one . i will text you next time lol .
SAR	listening to the old taylor swift is not helping me finish my homework right now 
SAR	it ' s awesome waking up this morning knowing that clemson is  , has the longest winning streak and has the best player in college football
NON	i do not even like painting im forced bc school woo yay
SAR	only tthing i am looking forward to on thanksgiving is dressing and mac n cheese
SAR	i fucking love pretty little liars now and i am really into it and i am glad i can watch that whilst waiting for orange is the new black lol
NON	not excited to wake up at  , but i am excited to see which apartment i am being moved too 
NON	i before e except when you run a feisty heist on a weird beige foreign neighbor .
NON	 what is the problem ? i for one see a better simpler time .  i wish i was born back then
NON	omfg auckland . do not rain on me . my hair is the perfect level of casually styled .
SAR	 and he will place a rose by your bedside every morning
NON	 is awesome listen the album while i do the homework , l
SAR	do not give a fuck about none of the bullshit if it ' s not beneficial to me .
NON	so inlove with school 
NON	started writing up a lab report that ' s due tomorrow . yay procrastination !
SAR	   agh my stupid android phone will not let me listen !
NON	 new single coming out in  3 0 mins !  leave   what   is   yours 
SAR	 i had a physics test today .  i think i failed
SAR	 hmm . i procrastinate pretty hard .  lol .   hours till  everything  is due ?  challenge accepted 
SAR	it ' s cool coming home and having a fridge full of things i can eat tho
NON	i love how they just expect me to show up  minutes late every time i work third shift 
NON	apologies for all of the drunk texts i sent on a sunday afternoon . but be honored that even with little brain function , you were on my mind
SAR	ima genie in a bottle baby ! your wish is my command ! lmao . 
SAR	 are you going to your brothers game next week ? i think he plays my school ! lol
NON	screaming  no   when the teacher starts erasing the board when you are not done copying .
SAR	no school tomorrow ! yay
SAR	  but i have to do my home work    
SAR	lol . i love to see people goes heartbreak .
SAR	 qs in your piece on terror gap why do u only refer to opposition to infringing 2 a rights and not  / 
NON	my face has been covered in  hives  for the past  days . yet , i am sadder abt the fact that i may never again be able to eat fried pickles .
SAR	nigeria now third most terrorized country in the world  report
SAR	no i actually meant yeah dip shit
SAR	hi jack , sky news would be very keen to speak to you about this . please would you follow so i can dm ?
NON	it ' s okay to burn a flag with your 1 st amendment rights but god forbid you fly a flag with pride for the  usa 
SAR	i guess she was right
SAR	 you made fun of me last night so 
NON	i am glad banterra answers their  number .
SAR	you should have never doubted me
NON	when you are looking fresh to go out but realize you only shaved one leg
SAR	 do not let anyone bring you down because you are such an amazing person 
SAR	why do ppl from cali come here and then act all shocked and cold about our weather like what did you think idiot
SAR	 yay so happy for my school 
NON	yay for  being out of school next week  
NON	 we are still waiting for the box to be fixed .  th day without a phone , will i be compensated for the inconvience ? happy
SAR	thank you for allowing my following ! your japanese is fluent , so i respect you . i will also do my best to be able to speak english .
SAR	my last girlfriend was a feminist , vegan punk who broke up with me because she thought i was too angry
SAR	you know it ' s monday morning when you go to put lipgloss under your eyes rather than concealer  fail   mondays   can igobacktobedplease 
NON	who else has taken  years of a foreign language and still has no clue how to speak it ?
NON	why is it called beauty sleep when you wake up looking like a troll
NON	if it takes you more than  words to order a drink at starbucks , we can not be friends .
NON	despite the contradictory advice circulated in the late ' 9 0 s , if you wanna be my lover , please do not get with my friends
NON	i feel as though common sense should be referred to as the sense formerly known as common .
NON	hehe i figured this out last night i love  videos tip do not move around just use your finger to move around !
NON	strippers get my respect because it ' s super difficult to not look like an idiot when dancing alone .
NON	there are cheaper ways to get people to call you an asshole than buying affliction shirts .
SAR	 so nice to be back the good old cold war days .  maybe our  nato  allies will finally increase their defense budgets
NON	still waiting for a discovery channel how it ' s made episode on babies .
SAR	i have never laughed so much in my life
SAR	yay george is going to snake rock , jorgie and him will be reunited  
SAR	i love when cade comes and climbs in bed with me and plays with my hair 
NON	i need to date somebody that ' s ok with me being a little fag bag . lol coughcough
NON	 nah do not think they will help mate but thanks , nah i have just fucked up ha story of my life x
SAR	ks get my mind off of the stressful things in my life .  aldub sumptuous lunch 
SAR	i want a bond where  nobody  can come between us
NON	what if firemen acted like policemen and just drove around shooting water at anyone who looked like they might catch on fire .
NON	rt she hi me i have a girlfriend  she but you do not .  me yeah goes in the corner and cries
NON	frank ocean , the fusion old school and new school , neo soul that would make everyone cry tears of joy
SAR	new center for climate and life brings scientists together w biz and finance for climate action
NON	someone once said that i should always treat other people how i would like to be treated . now i am facing sexual harassment charges .
NON	it is incredible that the great sasuke gets away with virtually doing nothing for the majority of the year in his mu no taiyo gimmick .
SAR	 green  fail  organic pesticides kill bees they were supposed to protect  tcot 
SAR	i really need to start investing in nice outfits for when i go out 
NON	wish my skin was as clear as snapchat filters make it
NON	 i agree . similarly , cycling home in the wind was no fun until it also started to rain heavily .
SAR	i said it b4 .  anger and hate is like pouring glue where oil is needed . they will slow  you down  .
NON	i am not even half way done with clinicals and my feet hurt , i am hungry , i might fall asleep .  but i absolutely love it bc the people 
SAR	watch me whip watch me pie pie ! love serving our students and staff alongside our great food service staff !
NON	 year olds now worry about iphones and makeup when i was  i was worried about if miley was gonna pick jake or jessie on hannah montana
SAR	shitty i lost my fuckin phone
SAR	let us appreciate killian ' s hand writing
SAR	 hi would you be able to answer some q ' s by email about gluten free for a magazine feature i am writing ? thank you !
SAR	 got 7     1 st anniversary fan meeting  playground this was one heck of a successful event . aw  
NON	seasonal temps piss me off so much . please do me a favor and jump off a bridge . thanks
NON	compared dentist giving candy to evils of capitalism ? if socialism is great , y did ur dad escape cuba ? genius
SAR	thank goodness this nutella cafe is not close to my house !  weakness in my life !  nutella dude l l a  
SAR	we are all looking forward to our 1 st training at  futsal arena . a 1 st for the college   tuesday .
NON	hey ya know wut really seems to work ? running from your problems !   
SAR	i love being both white and black omf
SAR	 ways to irritate me  leave my door open a crack when it was clearly fully closed before you got there .
SAR	happy birthday  . i miss you hope , you enjoy your day !
NON	sometime later because the wii version of this game , as fun as it is , is not really worth the retail price . especially in canada .
NON	the most irritating thing is to come home and it have no food 
NON	i look so weird , the fcking rain ruined my face and hair , i still do not know how i handled the moment and did not cry
SAR	  and how would he have taken it  .  maybe put it suit cases and bring it home  .  such an idiot 
SAR	here i will write you the love letters you do not deserve .
SAR	home is where a fridge full of food is  
NON	he ' s one of those good locker room guys coaches love . just enough talent left to hang around , knows all the plays inside / out
SAR	so annoying wanting to speak to someone but know they will fuck you over again
NON	there ' s just something so great about being home doing nothing .
SAR	my snapchat story is normally amusing i apologize for the lack of interesting snaps tonight
NON	great my fan exploded  
NON	today will be the first day i am thankful for adverts so i can do my homework in the breaks of im a celeb
SAR	 his whole journey so far has been amazing . as a  nba  fan kp has me  super  excited . hope he stays healthy and has a long career .
SAR	the weather should be great for checking out some open houses this weekend !
NON	 essays ,  due next week  each about  words .  piece of cake   yeah right 
SAR	gonna expect something to keep me busy after my shower so here 
SAR	it ' s pouring rain in  broome  yay it ' s a sweet symphony of sounds and smells how sweet the first rains of the season are . 
SAR	especially when you like to spoil your other half and they do not appreciate it , it could feel like extra luggage
NON	if you could remind me of changing the song on my headphones , we would still be in a relationship .
NON	time to get ready , yay !  tired af  '
SAR	m  .  what to wear you will not , b . c i keeps it classy  , not telling me what clothes to buy that ' s dead af too
SAR	 cause he came over today and you know how laos parents are . the grateful dead , jerry garcia and the stolen sweets weekend fun in .  oregonlive . comt
NON	i have drank so many whiskey fireball shots this weekend that i am officially a dragon now .
NON	making up a whole story in your head , and hoping one day it will actually happen .
SAR	 i am watching it too right now and i love it ! should not be a surprise to me cuz i loved the original alias comics but still !
NON	i am  the person i was three years ago and i would probably get in a fight with  me
SAR	this low ceiling is the sky i am your umbrella and the rain
NON	 i need to come home just for this . miss you 
SAR	 thank you so much for an incredible night i will never forget     i love you guys so much
SAR	ugh just can not wait to be done w highschool bc florida has the cutest and cheapest apartments .  just wanna be there now 
NON	i think a lot , but i do not say much .
NON	 well the parent was concerned like me , but barella was upset i did not handle it like an adult and come to her about it lmao
SAR	never thought i ' d see the day where i am this excited to hit q rg clubs shit all over norwich clubs  and get to be reunited with squad yay 
NON	they should turn off netflix at  for people with jobs and no willpower .  bastards
SAR	awesome few hrs on the bike . when the temp drops u appreciate how good the original  really is . the best  outdoors  equipment i own .
SAR	 we need to hurry up and meet up .
NON	the way americans view the kardashians is the way the rest of the world views america .
SAR	 you definitely have a great one , too . i am looking forward to a big meal football and hockey ! oh , and naps ! def naps !
NON	i love being talked down upon   
SAR	  yay nina  ! now i am even more excited haha , can not wait to finally meet the queen of toby ' s  awgumonn 
SAR	we need to start investing in the prevention side of healthcare surgeon general  vivek h murthy  on healthy foods and programs like  gap  !
NON	in the past , when you were angry with someone you fought them . now you just delete them off facebook . that ' ll teach ' em !
SAR	cant wait till next week when i will be able to relax in a nice bath .
NON	 losing  of the exchange will be fine because they have those notoriously short wait times on the phone and awesome website
NON	i was a sweet kid , but savvy . the kind that would put expiration dates and do not copy warnings on hug coupons for his mom .
NON	oh those dreams are the best .   fuck 
SAR	i am earning  m plus rewards  in learn n earn physical therapy .
NON	calling me ugly is not even an insult because i know already
NON	i wonder why do i love these jerks .
NON	can one of my friends have a baby so i can babysit , oh wait i only have one friend , so  have a baby .
NON	 if your platforms dosen ' t tolerate free speech and sarcasm , everybody should leave you behind a d find someone else less salty .
SAR	 , i would be like a bull in a china shop , wide open lol
SAR	 it has been such an honor to watch such amazing work from a talented actress like you miranda cosgrove ! you are amazing !
SAR	and i need it  real  bad !  lt 
SAR	  my sister is like that hahha she draws stick men it ' s hilarious
SAR	 ace news report  explosion in kabul kills two media several people got injured
SAR	oh dear lord .  now i am even more terrified by who ' s going to be killed !  
SAR	 he ' s also generous to a fault about sincerely giving others credit for success of grantland and  for  .
SAR	okay ffs sleep attempt  leggo
SAR	love seeing tyler ' s mates in the gym
SAR	my god the golf course is packed  right now  dead as a doornail 
NON	i have been disappointed so many times , not giving a fuck is almost a reflex .
SAR	 your my favorite country singer ever . it would make my night if my tweet was acknowledged
SAR	how to plan a successful sales conference or meeting
NON	  hey looks just like a sanders rally ask bernie how that turned out for him .
NON	i love it when i send her something about  tfios  .  she obviously loves it too .   tfios 
NON	marriage is just texting each other , do we need anything from the grocery store ? a bunch of times till one of you dies .
SAR	days that can not come back , days that will not come back . i guess i have to be a little bit stronger too , right ? i to u
NON	and i thought chugging coffee at  pm was a good idea .    
SAR	 if you can not follow me can you  at least  favorite one of my tweets everything i have ever wanted will have happened if you do
SAR	  if the limo was waiting for it , why is there a fax line on the letter ?
NON	  this country has been going down for the last  years ! we need change or our kids will not have a future . vote trump !
SAR	i just want a freaking puppy  but my parents are like no way
SAR	another day another dollar  k er  ching 
SAR	kenny came through with these groceries . now my fridge is only half full of lost hopes and dreams .
SAR	when i get really mad my eye / eyebrow twitches a little bit and  its so annoying 
NON	i would just like to publicly announce that i have no idea what i am doing
NON	i am amanda and i love sebastian more than i love the thought of burning my geometry book  selfie for seb 
SAR	she making my cake and all my food for my baby shower  
NON	 i literally had the worst day omg   no thank you 
SAR	of course she understands when you call her horrible names . that ' s why she ' s gone to bed . come back bonnie . i love you    
NON	in my day we had to roll the windows up and down with our bare hands .
NON	oh i just love it when people come to work sick . i can not wait to get bronchitis too .
NON	shoutout to the state of nebraska for making me get more shots .  just a perfect end to my day . 
SAR	oh no that ' s so kind ! i am crying .  it ' s just amazing for me to read this words !  queen   best woman   
NON	dear people who update their facebook status every  seconds , there ' s twitter for a reason !
SAR	the grass is  never  greener on the other side !
SAR	my sister thinks she knows everything about cars it ' s hilarious
SAR	 i can not personally at all relate to those lyrics but i love it lol
SAR	so nice to be back home god how i missed my bed 
NON	math problem a smalltown girl boards a train leaving south detroit at midnight . if she does not stop believing , how long is her journey ?
SAR	i hate it when people tell me im lying and im telling the truth
SAR	thanks for the follow  ! can not wait to see what you have in store for this coming  tattoo  convention .
SAR	happy friday everyone . here is your newsletter to help you get it started .
SAR	everyone gets names . without names , we do not know who put down and warn others about you !
SAR	at least i did not get arrested last night for being naked fighting .   birthday suit   hanging out with my wang out 
NON	thank you ios  for not letting me text anyone and not letting me get on twitter or any social network . you da 
SAR	just heard a conversation going on at wal mart about a girl who is getting married to a hobo .   umm   how nice  ?
NON	i had so much fun minus the flashbacks to chemistry ! thanks for inviting me .
SAR	 i am not literally going to meet her i am going to the women ' s soccer game at san antonio lol
SAR	the fact that they loved each other before they were even put together is so wonderful
SAR	certain us folks claim to be christian , but if you have no faith and are scared of people you should help , that ' s not a good example at all .
SAR	yay .  school shopping tomorrow .  that means school !  yes  ! i am jitty jacked off life . !  wow  is rubbing off on me !
NON	is not it crazy that the music in my earphones is still so loud and yet i can still hear the elephants trampling around upstairs ?
SAR	 thats awesome ! it ' s so amazing how passionate educators work together to better understand best practice for students .  sun chat 
NON	dads are either too nice or assholes there is no in between
NON	i only accept  real  human beings as followers i do do free advertising for  anyone  . talk with me , before you follow me .  n onuts allowed 
NON	thanks to stop gap rain this weekend , had to dry my clothes under fan .  now they stink .  
SAR	 should we sleep ?
SAR	letters of recommendation do not have to be very formal or stuffy .
NON	i know you will never follow me but hey today is my lucky day   yeah right       you will neverknow
SAR	god said that he will be w / us to the very ends of the world . so when you feel like giving up .  just speak to god . he hears you everytime .
NON	rt dear facebook , if you really cared about me you would not show memories that are  years old .
SAR	my goal is to finish all of my homework tonight
SAR	griffin beggin me to keep texting him
SAR	when you wake up and realize that your phone wasnt charging the whole time .   fail 
SAR	 hillary how long re u going tell lies and got tired ? without being president trump had created more jobs than most of  usa  ps
SAR	 meanwhile in the real world another suicide bombing in turkey killing  people by a child whom declared his loyalty to  isis 
SAR	 ok bye now i am going to take shower . bdw talk u at evening or nite . pls come online . ok bye take care .
SAR	i do not know how to speak to people so i am just  myself all the time and that ' s probably really weird unless you do actually know me
NON	religion is like a buffet . people take what they like and ignore the rest .
NON	i see most kids wake up and be excited to attend school . soon as i get by esther rolle house i get depressed like i really hate  ely   
SAR	 what can i say i am glad to see you on the sky high limit !  ynwa  same goes to my team too  ggmu 
SAR	i do not like anyone lmfao so if isee you and i do not speak to you or act like i do not know you ! just know i do not like you 
SAR	 me too ! waiting for the cds to arrive but i went ahead and downloaded the mp3 album .
SAR	  there ' s like  of us going . yeah give me a shout when you are over there .
NON	just my luck i drive  minutes in traffic to get to the mall .  i get here and the fire alarm is going off not to mention it ' s raining  
NON	i get so sad when people do not text me back i need attention  /  you can not neglect me i am basically a puppy i will die
SAR	i always miss amusing and interesting things . tell me , how did you all find out , were the reactions iconic ?  
NON	i love when your dog poops in the house and it ' s the liquidity green type and then you proceed to puke on top of it !  dog lover 
NON	 suns out , been busy working  hope your day has gone well ?
SAR	you with the long quiet sighs when you are having a bad day .
SAR	happy birthday fam  one love   k   cool 
NON	i swear i could be having a terrible day , and working a shift at the hospital turns around my whole day i love it
SAR	 it ' s cool seeing rob on the show tell him i said congratulations on becoming a father
SAR	if anyone is paying sick amount of  bt  bills and want to pay less then just dm me your name and number , so an adviser will speak to you soon x
SAR	pissed is an understatement right now .
SAR	i hate all the blonde people in my comm . tech class
NON	be with someone who gives you the same feeling of when you see your food coming at a restaurant
SAR	when u thought u look all cool n laid back but apparently not d
SAR	show me how to lie , you are getting better all the time
NON	thanks for getting me re booked thru dallas yesterday after my flight thru chicago was canceled .
SAR	 thanks for following me , moon eonnii akmu ' s suhyun here  pls take care of this kiddo ne 
NON	parents call it bad grades , we call it still passing 
NON	   hillay , you do not mean that and we know it . i better be nice to you , you might have me killed if elected
NON	no matter what you do , you have not truly made it until a government helicopter lands on your lawn and they need your expertise immediately .
NON	i  love  homework
NON	those love you more arguments
SAR	i downloaded a game from amazon underground and then they emailed me saying that i got credit for free mp3 downloads on their site for it ?
NON	so much love for the guys of digital permaculture and this beautiful structure of geometry .  they worked tooth
SAR	only took you  mins to decide ? i can only hope you give the  dnc  equal time .
SAR	 after it ' s a successful sale and you are home safe please text me the word  waffles 
NON	 i love my friends  you make me so happy 
SAR	so annoyed about everything and now i have to go to class and give a speech sick af and can barley speak  
SAR	 love you baby happy birthday again
SAR	 my  year old grandmother wants to go ziplining in my new town and i think it ' s wonderful ! she can handle it !
NON	 thats so stupid thats not aggressive its called defense against something said about you and btw you are really beautiful
SAR	birds always seem to destroy freshly washed cars . it ' s like they can smell the clean .
SAR	 more like flush the toilet it ' s time for brexit baby
SAR	obvs if those scooter riders used pt their roads would be even more clear of traffic , but the point is cars take up  a lot of  road space .
SAR	so nice to be back in ak . found my hockey sticks already .  if only i knew where my skates are .
NON	an  hour day in uni with an exam and injections with only  hours sleep . this should be fun 
NON	i wonder what its like to be hot . must be nice
SAR	not sure what ' s worse this third quarter or our whiny ass negative fans on twitter .
NON	still stuck babysitting what is wrong with my life  
NON	checked my checking account and it has a balance of  .  . the real world is fun
NON	you know you are lazy when you get excited about cancelled plans .
SAR	awesome more rain . today couldnt get any more great . .
SAR	 yay  !  bardad  is back tweeps ! stress no more about that awkward to buy for person , we have the pawfect gift !
NON	my time management skills are on point kids .
SAR	i am so tired of girls using me for sex .
NON	i am doing great today thanks for asking  
SAR	im so stupid im always apologizing even when i dont do anything wrong like wtf
SAR	failed another physics test 
SAR	 close friendship with convicted child molester jeff epstein , who trump defended with these  creepy  words
NON	a moment of silence to all the kids who can not wait to become a teenager because they think it ' s fun
NON	rt that lollipop moment whn u found ur newly bought clothes so tight or unfit .
NON	i want one of those jobs where people ask , do you actually get paid for doing this ?
NON	dreams are like pictures . i do not care about yours unless i am in them .
NON	rt two types of people 1 st normal 2 nd äbñørmâ
SAR	overheard me my job sucks people why do not you do what you enjoy me capitalism has determined that what
SAR	 many many happy returns of the day .  have wonderful year ahead
NON	i am so excited for a half hour sleep in tomorrow
NON	turns my fan on high so i can still sleep with a blanket
NON	rt if dreams come true .  my crush will stay as a crush only
SAR	from google > > > making it easier to cast your ballot
NON	boy hey send me a pic  girl ok .  promise you will not show any one ? boy i promise i will not .  friends  damn   !
SAR	 wtf is wrong with people lmao
NON	i love people who can get along with anyone with  no drama 
SAR	i hate my class . i hate my teacher . i hate school . ugh    
NON	since we do not have classes tomorrow  yas  i will just check the updates early in the morning yay
SAR	 you look lovely 
NON	the only cool thing about being up early on sunday ' s is the farmers market . i fucking love this shit !
NON	love dressing up for games  
SAR	  that sounded really sarcastic
SAR	the i have  kids and i hate my life  ' s
NON	let us play the shut the fuck up game , you go first
SAR	ngl i love school camp i wouldnt mind being a teacher and going on camps when im a grown up
SAR	i agree but sims made a tremendous play they played with fire that whole game beat adversity man beautiful thing developing
NON	can not wait for these history quizzes to be history
SAR	my coworker at nike scored backstage passes to  show tomorrow off comments i made lol i am mad . i know you do not have butt pads tho
SAR	lowkey really excited for christmas music and the holiday season     
SAR	.  a n hour later i finally put this piercing back in y ' kno just a couple blood here n there no biggs .
NON	wen u see things in a restaurant u feel u shud hav to take or not to take 
SAR	lunch time  feeling hungry at firehouse subs casset
SAR	thanks for the follow  quite an impressive website you have hope you are enjoying your sat night !
NON	 hey i got a new number a long time ago and lost all my contacts can u text me please ?
SAR	    of my absolute favorite ! one day i wanna group pic with me    
NON	ok yeah annalise is gonna get shot on purpose . dang that ' s seeing a lie through
NON	i cannot wait to finish this last year of highschool then move on to college to reach my goals
NON	me flirting if you were a cheeto you ' d be a hot cheeto
NON	ofcourse the books i need for class would be sold out  thank you york 
NON	ferris bueller did more in one day than i have done in my entire life .
SAR	wtf is wrong with  hhs  and this coffee rule i paid money for that coffee i am not gonna throw it away
NON	you get so mad like when you hate things you hate things and you know it it ' s so funny   my friends are great 
NON	pachinko companies you have to throw shit as high as possible hoping in the way down it will fall in the right spot
NON	ios 7 apparently allows you to block people from calling or texting you thank you lord you have officially answered my prayers
SAR	i just got sad because i thought i had to do my home work but then i remembered that i do not  chemclub 
NON	like what if .   every   senior class took a senior skip day .  wait for it .  on the same day , to the same place ? .  mind blown
SAR	great just found out that i pinched a nerve in my other arm , so now both of my arms are messed up  great   love life   blessed 
NON	u know a girl is mad when she starts off her sentence saying i just find it funny how bc there ' s a  .  chance she did not find it funny
NON	i have finally seen god ' s not dead and i wish i would have seen it sooner !  god  ' s  dead 
NON	nothing in this world feels great than dumping a nigger before he has even tapped .
SAR	me appearing in your life is a total nightmare and i am sorry
SAR	  answer the question why a muslim prayer room at the footie ? muslim exceptionalism ?
SAR	my incredibly hot husband carried mattresses around , moved furniture and then carried my down the stairs when i had an allergy attack . love .
SAR	man super fun night of crying .
SAR	rabagoo ' s photo me all happy to be in college 
SAR	 thinks african americans are ignorant that ' s his basis for pandering to them now . but he ' s wrong .
NON	visit to the dentist and changing a flat two of my favorite things in one morning . talk about stars aligning !
NON	not jealous at all that all these ppl are posting how much fun they are having at college while im still stuck in high school
NON	just about every person i know has managed to piss me off in some way this weekend so thanks everyone
SAR	ok like my stomach did not hurt until i sat down why this
NON	unless u count their 1 5 k miles that will sit there doing nothing . but just had a great call with   cbs 
NON	.  why do not you stay for a while , it ' s been too long since i have smiled , there ' s too few people i trust .   literally   singing 
NON	rt she am i pretty or ugly he both she how ? he you are pretty ugly
SAR	hate hearing about people that have a possessive boyfriend / girlfriend makes me so angry
NON	like i just wanna have endless amounts of makeup and have clear skin  /  and live a happy and cute drama free life ya know ?
SAR	i can see the dead . so i will speak to their dead loved ones and ask them to haunt them .
SAR	so cool to have the ad of the school you are playing saturday speak to your class . thank you
SAR	sometimes .  ppl just arnt ment to be together it has nothing to do with one or another just arnt right for eachother
NON	has anyone seen my bed ?
NON	 students doing mock election today . was thinking about making the experience more real for non white students by  / 
NON	i wonder if superman ever put glasses on lois lane ' s dog and she was like , i have never seen this dog before . is this a new dog ?
NON	that awkward moment when you are running and your boobs are bouncing .  and you are a guy
NON	 yea because a bloody mary for supper would really stack on the pounds haha
SAR	bitches so fucking goofy just looking for a fucking reason to speak to me ! like bitch you are a fucking fan !
NON	 and when ppl would be mean to them they ' d tag it as a fav omg
NON	do not you hate when a guys really nice when they are on their own but when they are with friends they turn into a dick 
NON	if it were the other way around , i doubt that one cat would take in  little old ladies .
SAR	namjoon is having a fun time
SAR	sometimes you do not have to speak in order to be heard , not when the message is so powerful . elie wiesel  holocaust 
NON	some people turn out to be everything they said they would not be
NON	i am glad i do not fuck with a lot if hoes i use to life so peaceful
NON	rt that awkward moment when you realize that the little girl from bear island is more mature than you .  gameof thrones 
SAR	can not wait to get home and have a brew
SAR	 gold  what you need to know to cash in on your gold
SAR	 i think so too . she ' s honestly the best diva now . why she is not on tv every week is unknown and dumb
SAR	 thanks for beeing such a nice and thankful person i really love your calming voice ! xx
SAR	wtf do u get ur mom for mothers day when she deserves a mansion over looking the ocean in fiji but u have  .  in ur checking account ?
SAR	how difficult is to sing opera in another language , so i must find someone with a voice not matured , like mine . i speak like that in my
